,no.,date,time,source,destination,protocol,length,tcp_retransmission,flags,source_port,destination_port,seq,win,len,mss,ack
1258,1259,2020-11-04,02:44:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1061,0,4096,0,1460,False
1259,1260,2020-11-04,02:44:40,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1972,0,4096,0,1460,False
1260,1261,2020-11-04,02:44:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3800,0,4096,0,1460,False
1261,1262,2020-11-04,02:44:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1124,0,1024,0,1460,False
1262,1263,2020-11-04,02:44:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,27000,0,2048,0,1460,False
1263,1264,2020-11-04,02:45:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5544,0,2048,0,1460,False
1264,1265,2020-11-04,02:45:08,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,7025,0,4096,0,1460,False
1265,1266,2020-11-04,02:45:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3551,0,1024,0,1460,False
1266,1267,2020-11-04,02:45:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1098,0,4096,0,1460,False
1267,1268,2020-11-04,02:45:25,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2041,0,3072,0,1460,False
1268,1269,2020-11-04,02:49:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,7938,0,3072,0,1460,False
1269,1270,2020-11-04,02:49:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,79,0,1024,0,1460,False
1270,1271,2020-11-04,02:49:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,4444,0,3072,0,1460,False
1271,1272,2020-11-04,02:49:55,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,10628,0,4096,0,1460,False
1272,1273,2020-11-04,02:50:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8194,0,3072,0,1460,False
1273,1274,2020-11-04,02:50:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,222,0,2048,0,1460,False
1274,1275,2020-11-04,02:50:12,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3300,0,2048,0,1460,False
1275,1276,2020-11-04,02:50:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6007,0,1024,0,1460,False
1276,1277,2020-11-04,02:50:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,64623,0,2048,0,1460,False
1277,1278,2020-11-04,02:50:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1132,0,4096,0,1460,False
1278,1279,2020-11-04,02:50:35,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,543,0,2048,0,1460,False
1279,1280,2020-11-04,02:50:40,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1030,0,3072,0,1460,False
1280,1281,2020-11-04,02:50:46,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2003,0,2048,0,1460,False
1281,1282,2020-11-04,02:50:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,15003,0,4096,0,1460,False
1282,1283,2020-11-04,02:50:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9001,0,2048,0,1460,False
1283,1284,2020-11-04,02:53:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1032,0,4096,0,1460,False
1284,1285,2020-11-04,03:54:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1122,0,3072,0,1460,False
1285,1286,2020-11-04,03:54:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,43,0,2048,0,1460,False
1286,1287,2020-11-04,03:54:48,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1717,0,3072,0,1460,False
1287,1288,2020-11-04,03:54:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5298,0,1024,0,1460,False
1288,1289,2020-11-04,03:54:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,41511,0,4096,0,1460,False
1289,1290,2020-11-04,03:55:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8088,0,4096,0,1460,False
1290,1291,2020-11-04,03:55:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6003,0,2048,0,1460,False
1291,1292,2020-11-04,03:55:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,10024,0,1024,0,1460,False
1292,1293,2020-11-04,03:55:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1121,0,3072,0,1460,False
1293,1294,2020-11-04,03:55:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8899,0,3072,0,1460,False
1294,1295,2020-11-04,03:55:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1272,0,2048,0,1460,False
1295,1296,2020-11-04,03:55:40,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2179,0,2048,0,1460,False
1296,1297,2020-11-04,03:55:46,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5087,0,4096,0,1460,False
1297,1298,2020-11-04,03:55:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,44442,0,4096,0,1460,False
1298,1299,2020-11-04,03:55:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,427,0,4096,0,1460,False
1299,1300,2020-11-04,03:56:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4004,0,4096,0,1460,False
1300,1301,2020-11-04,03:56:08,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2394,0,1024,0,1460,False
1301,1302,2020-11-04,03:56:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5952,0,2048,0,1460,False
1302,1303,2020-11-04,03:56:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2608,0,1024,0,1460,False
1303,1304,2020-11-04,03:56:25,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,458,0,2048,0,1460,False
1304,1305,2020-11-04,03:56:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1068,0,2048,0,1460,False
1305,1306,2020-11-04,03:56:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1700,0,3072,0,1460,False
1306,1307,2020-11-04,03:56:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,691,0,2048,0,1460,False
1307,1308,2020-11-04,03:56:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5910,0,4096,0,1460,False
1308,1309,2020-11-04,03:56:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9103,0,3072,0,1460,False
1309,1310,2020-11-04,04:21:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,32769,0,1024,0,1460,False
1310,1311,2020-11-04,04:21:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,711,0,2048,0,1460,False
1311,1312,2020-11-04,05:10:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2041,0,1024,0,1460,False
1312,1313,2020-11-04,05:10:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1098,0,4096,0,1460,False
1313,1314,2020-11-04,05:10:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3551,0,4096,0,1460,False
1314,1315,2020-11-04,05:10:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,7025,0,1024,0,1460,False
1315,1316,2020-11-04,05:10:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5544,0,4096,0,1460,False
1316,1317,2020-11-04,05:10:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,27000,0,2048,0,1460,False
1317,1318,2020-11-04,05:10:39,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1124,0,4096,0,1460,False
1318,1319,2020-11-04,05:10:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3800,0,2048,0,1460,False
1319,1320,2020-11-04,05:10:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1972,0,3072,0,1460,False
1320,1321,2020-11-04,05:10:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1061,0,2048,0,1460,False
1321,1322,2020-11-04,05:11:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,106,0,4096,0,1460,False
1322,1323,2020-11-04,05:11:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1045,0,4096,0,1460,False
1323,1324,2020-11-04,05:11:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1163,0,3072,0,1460,False
1324,1325,2020-11-04,05:11:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2602,0,4096,0,1460,False
1325,1326,2020-11-04,05:11:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1501,0,2048,0,1460,False
1326,1327,2020-11-04,05:11:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,38292,0,3072,0,1460,False
1327,1328,2020-11-04,05:11:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,416,0,3072,0,1460,False
1328,1329,2020-11-04,05:11:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1998,0,3072,0,1460,False
1329,1330,2020-11-04,05:11:48,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,20,0,3072,0,1460,False
1330,1331,2020-11-04,05:11:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1287,0,4096,0,1460,False
1331,1332,2020-11-04,05:12:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,57294,0,2048,0,1460,False
1332,1333,2020-11-04,05:12:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,541,0,2048,0,1460,False
1333,1334,2020-11-04,05:12:12,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1352,0,3072,0,1460,False
1334,1335,2020-11-04,05:12:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3283,0,1024,0,1460,False
1335,1336,2020-11-04,05:12:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1145,0,3072,0,1460,False
1336,1337,2020-11-04,05:12:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2191,0,3072,0,1460,False
1337,1338,2020-11-04,05:12:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,20000,0,4096,0,1460,False
1338,1339,2020-11-04,05:12:40,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1035,0,4096,0,1460,False
1339,1340,2020-11-04,05:12:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,88,0,4096,0,1460,False
1340,1341,2020-11-04,05:12:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1055,0,2048,0,1460,False
1341,1342,2020-11-04,05:12:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,32772,0,1024,0,1460,False
1342,1343,2020-11-04,05:13:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1077,0,2048,0,1460,False
1343,1344,2020-11-04,05:13:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6566,0,3072,0,1460,False
1344,1345,2020-11-04,05:15:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,56737,0,2048,0,1460,False
1345,1346,2020-11-04,05:15:35,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5961,0,3072,0,1460,False
1346,1347,2020-11-04,05:15:40,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,58080,0,2048,0,1460,False
1347,1348,2020-11-04,05:15:46,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9207,0,3072,0,1460,False
1348,1349,2020-11-04,05:15:52,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1126,0,1024,0,1460,False
1349,1350,2020-11-04,05:15:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,19283,0,2048,0,1460,False
1350,1351,2020-11-04,05:16:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,513,0,1024,0,1460,False
1351,1352,2020-11-04,05:16:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,722,0,4096,0,1460,False
1352,1353,2020-11-04,05:16:12,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,49153,0,1024,0,1460,False
1353,1354,2020-11-04,05:16:16,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8001,0,1024,0,1460,False
1354,1355,2020-11-04,05:16:21,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3370,0,2048,0,1460,False
1355,1356,2020-11-04,05:16:25,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4242,0,3072,0,1460,False
1356,1357,2020-11-04,05:16:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6009,0,3072,0,1460,False
1357,1358,2020-11-04,05:16:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3869,0,3072,0,1460,False
1358,1359,2020-11-04,05:16:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1069,0,2048,0,1460,False
1359,1360,2020-11-04,05:19:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,16113,0,3072,0,1460,False
1360,1361,2020-11-04,06:22:10,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9103,0,3072,0,1460,False
1361,1362,2020-11-04,06:22:16,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5910,0,2048,0,1460,False
1362,1363,2020-11-04,06:22:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,691,0,4096,0,1460,False
1363,1364,2020-11-04,06:22:27,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1700,0,2048,0,1460,False
1364,1365,2020-11-04,06:22:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1068,0,4096,0,1460,False
1365,1366,2020-11-04,06:22:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,458,0,4096,0,1460,False
1366,1367,2020-11-04,06:22:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2608,0,4096,0,1460,False
1367,1368,2020-11-04,06:22:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5952,0,1024,0,1460,False
1368,1369,2020-11-04,06:22:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2394,0,2048,0,1460,False
1369,1370,2020-11-04,06:23:01,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,4004,0,4096,0,1460,False
1370,1371,2020-11-04,06:23:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,427,0,2048,0,1460,False
1371,1372,2020-11-04,06:23:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,44442,0,2048,0,1460,False
1372,1373,2020-11-04,06:23:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5087,0,4096,0,1460,False
1373,1374,2020-11-04,06:23:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2179,0,4096,0,1460,False
1374,1375,2020-11-04,06:23:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,81,0,3072,0,1460,False
1375,1376,2020-11-04,06:23:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3221,0,1024,0,1460,False
1376,1377,2020-11-04,06:23:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2557,0,2048,0,1460,False
1377,1378,2020-11-04,06:23:48,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,37,0,1024,0,1460,False
1378,1379,2020-11-04,06:23:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2135,0,1024,0,1460,False
1379,1380,2020-11-04,06:24:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2809,0,1024,0,1460,False
1380,1381,2020-11-04,06:24:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,51103,0,3072,0,1460,False
1381,1382,2020-11-04,06:24:12,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3871,0,2048,0,1460,False
1382,1383,2020-11-04,06:24:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,13,0,2048,0,1460,False
1383,1384,2020-11-04,06:24:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5801,0,2048,0,1460,False
1384,1385,2020-11-04,06:24:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3322,0,2048,0,1460,False
1385,1386,2020-11-04,06:49:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2021,0,4096,0,1460,False
1386,1387,2020-11-04,06:49:10,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3333,0,2048,0,1460,False
1387,1388,2020-11-04,07:35:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1998,0,3072,0,1460,False
1388,1389,2020-11-04,07:35:58,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,416,0,4096,0,1460,False
1389,1390,2020-11-04,07:36:04,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,38292,0,3072,0,1460,False
1390,1391,2020-11-04,07:36:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6100,0,2048,0,1460,False
1391,1392,2020-11-04,07:36:16,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,720,0,3072,0,1460,False
1392,1393,2020-11-04,07:36:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8031,0,2048,0,1460,False
1393,1394,2020-11-04,07:36:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,146,0,3072,0,1460,False
1394,1395,2020-11-04,07:36:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,407,0,4096,0,1460,False
1395,1396,2020-11-04,07:36:39,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3323,0,1024,0,1460,False
1396,1397,2020-11-04,07:36:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,24800,0,4096,0,1460,False
1397,1398,2020-11-04,07:36:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,7999,0,2048,0,1460,False
1398,1399,2020-11-04,07:36:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,19350,0,4096,0,1460,False
1399,1400,2020-11-04,07:37:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,61900,0,2048,0,1460,False
1400,1401,2020-11-04,07:37:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,593,0,3072,0,1460,False
1401,1402,2020-11-04,07:37:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6002,0,4096,0,1460,False
1402,1403,2020-11-04,07:37:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1310,0,3072,0,1460,False
1403,1404,2020-11-04,07:37:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8008,0,4096,0,1460,False
1404,1405,2020-11-04,07:37:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1114,0,1024,0,1460,False
1405,1406,2020-11-04,07:41:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1069,0,3072,0,1460,False
1406,1407,2020-11-04,07:41:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3869,0,2048,0,1460,False
1407,1408,2020-11-04,07:41:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6009,0,4096,0,1460,False
1408,1409,2020-11-04,07:41:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,4242,0,3072,0,1460,False
1409,1410,2020-11-04,07:41:39,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3370,0,4096,0,1460,False
1410,1411,2020-11-04,07:41:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8001,0,3072,0,1460,False
1411,1412,2020-11-04,07:41:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,49153,0,1024,0,1460,False
1412,1413,2020-11-04,07:41:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,722,0,4096,0,1460,False
1413,1414,2020-11-04,07:42:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,513,0,2048,0,1460,False
1414,1415,2020-11-04,07:42:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,19283,0,4096,0,1460,False
1415,1416,2020-11-04,07:42:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1126,0,2048,0,1460,False
1416,1417,2020-11-04,07:42:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9207,0,3072,0,1460,False
1417,1418,2020-11-04,07:42:25,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,58080,0,4096,0,1460,False
1418,1419,2020-11-04,07:42:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5961,0,2048,0,1460,False
1419,1420,2020-11-04,07:42:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,56737,0,3072,0,1460,False
1420,1421,2020-11-04,07:42:41,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6566,0,3072,0,1460,False
1421,1422,2020-11-04,07:42:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1077,0,1024,0,1460,False
1422,1423,2020-11-04,07:42:52,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,32772,0,1024,0,1460,False
1423,1424,2020-11-04,07:42:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1055,0,2048,0,1460,False
1424,1425,2020-11-04,07:43:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,88,0,4096,0,1460,False
1425,1426,2020-11-04,07:43:08,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1035,0,4096,0,1460,False
1426,1427,2020-11-04,07:43:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,20000,0,2048,0,1460,False
1427,1428,2020-11-04,07:43:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2191,0,1024,0,1460,False
1428,1429,2020-11-04,07:43:25,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1145,0,4096,0,1460,False
1429,1430,2020-11-04,07:43:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3283,0,1024,0,1460,False
1430,1431,2020-11-04,07:43:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1352,0,2048,0,1460,False
1431,1432,2020-11-04,07:43:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,541,0,1024,0,1460,False
1432,1433,2020-11-04,07:43:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,57294,0,3072,0,1460,False
1433,1434,2020-11-04,07:43:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1287,0,3072,0,1460,False
1434,1435,2020-11-04,07:43:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,20,0,4096,0,1460,False
1435,1436,2020-11-04,07:46:40,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,16113,0,4096,0,1460,False
1436,1437,2020-11-04,08:47:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2557,0,2048,0,1460,False
1437,1438,2020-11-04,08:47:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3221,0,2048,0,1460,False
1438,1439,2020-11-04,08:48:04,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,81,0,3072,0,1460,False
1439,1440,2020-11-04,08:48:09,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3889,0,4096,0,1460,False
1440,1441,2020-11-04,08:48:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6565,0,4096,0,1460,False
1441,1442,2020-11-04,08:48:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2007,0,4096,0,1460,False
1442,1443,2020-11-04,08:48:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3269,0,3072,0,1460,False
1443,1444,2020-11-04,08:48:27,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1000,0,4096,0,1460,False
1444,1445,2020-11-04,08:48:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2492,0,4096,0,1460,False
1445,1446,2020-11-04,08:48:39,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2710,0,4096,0,1460,False
1446,1447,2020-11-04,08:48:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5004,0,2048,0,1460,False
1447,1448,2020-11-04,08:48:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,7443,0,2048,0,1460,False
1448,1449,2020-11-04,08:48:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,27352,0,3072,0,1460,False
1449,1450,2020-11-04,08:49:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,7004,0,4096,0,1460,False
1450,1451,2020-11-04,08:49:08,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,52673,0,1024,0,1460,False
1451,1452,2020-11-04,08:49:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8081,0,2048,0,1460,False
1452,1453,2020-11-04,08:49:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,49175,0,1024,0,1460,False
1453,1454,2020-11-04,08:51:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3322,0,2048,0,1460,False
1454,1455,2020-11-04,08:51:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5801,0,3072,0,1460,False
1455,1456,2020-11-04,08:51:39,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,13,0,3072,0,1460,False
1456,1457,2020-11-04,08:51:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3871,0,1024,0,1460,False
1457,1458,2020-11-04,08:51:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,51103,0,1024,0,1460,False
1458,1459,2020-11-04,08:51:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2809,0,2048,0,1460,False
1459,1460,2020-11-04,08:52:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2135,0,4096,0,1460,False
1460,1461,2020-11-04,08:52:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,37,0,4096,0,1460,False
1461,1462,2020-11-04,09:16:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3333,0,3072,0,1460,False
1462,1463,2020-11-04,09:16:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2021,0,3072,0,1460,False
1463,1464,2020-11-04,10:03:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1114,0,3072,0,1460,False
1464,1465,2020-11-04,10:03:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8008,0,2048,0,1460,False
1465,1466,2020-11-04,10:03:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1310,0,1024,0,1460,False
1466,1467,2020-11-04,10:03:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6002,0,2048,0,1460,False
1467,1468,2020-11-04,10:03:55,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,593,0,3072,0,1460,False
1468,1469,2020-11-04,10:04:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,61900,0,4096,0,1460,False
